Attractor #,Associated Cell Fate,Steady State Probability,Cln3,MBF,SBF,Cln1-2,Cdh1,Swi5,Cdc20,Clb5-6,Sic1,Clb1-2,Mcm1,
345,,5.8076e-11,0,0,1,0,1,0,1,1,0,0,0,
346,,6.078e-14,0,0,1,0,1,0,1,1,0,0,1,
347,,2.7272e-15,0,0,1,0,1,0,1,1,0,1,0,
348,,5.8753e-15,0,0,1,0,1,0,1,1,0,1,1,
349,,2.4718e-11,0,0,1,0,1,0,1,1,1,0,0,
350,,2.5348e-14,0,0,1,0,1,0,1,1,1,0,1,
351,,6.0354e-18,0,0,1,0,1,0,1,1,1,1,0,
352,,6.2349e-18,0,0,1,0,1,0,1,1,1,1,1,
353,,5.8653e-08,0,0,1,0,1,1,0,0,0,0,0,
354,,1.1649e-10,0,0,1,0,1,1,0,0,0,0,1,
355,,2.7226e-12,0,0,1,0,1,1,0,0,0,1,0,
356,,5.7324e-15,0,0,1,0,1,1,0,0,0,1,1,
357,,4.2649e-06,0,0,1,0,1,1,0,0,1,0,0,
358,,4.3748e-09,0,0,1,0,1,1,0,0,1,0,1,
359,,9.0437e-12,0,0,1,0,1,1,0,0,1,1,0,
360,,1.5951e-14,0,0,1,0,1,1,0,0,1,1,1,
361,,5.8087e-11,0,0,1,0,1,1,0,1,0,0,0,
362,,2.0936e-13,0,0,1,0,1,1,0,1,0,0,1,
363,,2.7274e-15,0,0,1,0,1,1,0,1,0,1,0,
364,,3.8723e-15,0,0,1,0,1,1,0,1,0,1,1,
365,,3.8706e-11,0,0,1,0,1,1,0,1,1,0,0,
366,,1.8745e-13,0,0,1,0,1,1,0,1,1,0,1,
367,,4.0884e-16,0,0,1,0,1,1,0,1,1,1,0,
368,,7.6437e-18,0,0,1,0,1,1,0,1,1,1,1,
369,,5.8589e-08,0,0,1,0,1,1,1,0,0,0,0,
370,,2.9663e-12,0,0,1,0,1,1,1,0,0,0,1,
371,,1.736e-10,0,0,1,0,1,1,1,0,0,1,0,
372,,5.356e-12,0,0,1,0,1,1,1,0,0,1,1,
373,,2.7284e-06,0,0,1,0,1,1,1,0,1,0,0,
374,,3.2138e-10,0,0,1,0,1,1,1,0,1,0,1,
375,,1.3187e-10,0,0,1,0,1,1,1,0,1,1,0,
376,,9.6045e-11,0,0,1,0,1,1,1,0,1,1,1,
377,,5.8162e-11,0,0,1,0,1,1,1,1,0,0,0,
378,,2.8991e-15,0,0,1,0,1,1,1,1,0,0,1,
379,,1.7684e-13,0,0,1,0,1,1,1,1,0,1,0,
380,,3.116e-12,0,0,1,0,1,1,1,1,0,1,1,
381,,2.5244e-11,0,0,1,0,1,1,1,1,1,0,0,
382,,1.6002e-15,0,0,1,0,1,1,1,1,1,0,1,
383,,1.9702e-15,0,0,1,0,1,1,1,1,1,1,0,
384,,5.0601e-15,0,0,1,0,1,1,1,1,1,1,1,
385,,0.11506,0,0,1,1,0,0,0,0,0,0,0,
386,,0.00011524,0,0,1,1,0,0,0,0,0,0,1,
387,,0.00011449,0,0,1,1,0,0,0,0,0,1,0,
388,,2.2993e-07,0,0,1,1,0,0,0,0,0,1,1,
389,,9.0753e-05,0,0,1,1,0,0,0,0,1,0,0,
390,,9.0888e-08,0,0,1,1,0,0,0,0,1,0,1,
391,,9.4842e-09,0,0,1,1,0,0,0,0,1,1,0,
392,,9.5142e-12,0,0,1,1,0,0,0,0,1,1,1,
393,,0.00011571,0,0,1,1,0,0,0,1,0,0,0,
394,,3.5924e-07,0,0,1,1,0,0,0,1,0,0,1,
395,,1.2101e-07,0,0,1,1,0,0,0,1,0,1,0,
396,,0.00011626,0,0,1,1,0,0,0,1,0,1,1,
397,,1.0094e-08,0,0,1,1,0,0,0,1,1,0,0,
398,,1.3072e-11,0,0,1,1,0,0,0,1,1,0,1,
399,,6.304e-12,0,0,1,1,0,0,0,1,1,1,0,
400,,1.494e-11,0,0,1,1,0,0,0,1,1,1,1,
401,,0.00011518,0,0,1,1,0,0,1,0,0,0,0,
402,,2.3541e-07,0,0,1,1,0,0,1,0,0,0,1,
403,,1.2017e-07,0,0,1,1,0,0,1,0,0,1,0,
404,,1.2017e-07,0,0,1,1,0,0,1,0,0,1,1,
405,,9.0854e-08,0,0,1,1,0,0,1,0,1,0,0,
406,,4.6353e-10,0,0,1,1,0,0,1,0,1,0,1,
407,,1.0625e-11,0,0,1,1,0,0,1,0,1,1,0,
408,,2.5153e-13,0,0,1,1,0,0,1,0,1,1,1,
409,,1.1582e-07,0,0,1,1,0,0,1,1,0,0,0,
410,,3.654e-10,0,0,1,1,0,0,1,1,0,0,1,
411,,1.3465e-10,0,0,1,1,0,0,1,1,0,1,0,
412,,2.9022e-07,0,0,1,1,0,0,1,1,0,1,1,
413,,1.0105e-11,0,0,1,1,0,0,1,1,1,0,0,
414,,3.477e-14,0,0,1,1,0,0,1,1,1,0,1,
415,,7.6491e-15,0,0,1,1,0,0,1,1,1,1,0,
416,,1.8378e-14,0,0,1,1,0,0,1,1,1,1,1,
417,,0.00022924,0,0,1,1,0,1,0,0,0,0,0,
418,,3.4537e-07,0,0,1,1,0,1,0,0,0,0,1,
419,,1.2481e-07,0,0,1,1,0,1,0,0,0,1,0,
420,,3.5142e-10,0,0,1,1,0,1,0,0,0,1,1,
421,,1.4225e-06,0,0,1,1,0,1,0,0,1,0,0,
422,,1.4734e-09,0,0,1,1,0,1,0,0,1,0,1,
423,,6.1931e-11,0,0,1,1,0,1,0,0,1,1,0,
424,,8.3093e-14,0,0,1,1,0,1,0,0,1,1,1,
425,,1.2079e-07,0,0,1,1,0,1,0,1,0,0,0,
426,,1.613e-09,0,0,1,1,0,1,0,1,0,0,1,
427,,1.2645e-10,0,0,1,1,0,1,0,1,0,1,0,
428,,1.1628e-07,0,0,1,1,0,1,0,1,0,1,1,
429,,6.2714e-11,0,0,1,1,0,1,0,1,1,0,0,
430,,1.9217e-13,0,0,1,1,0,1,0,1,1,0,1,
431,,8.442e-15,0,0,1,1,0,1,0,1,1,1,0,
432,,9.8882e-15,0,0,1,1,0,1,0,1,1,1,1,
433,,1.0537e-06,0,0,1,1,0,1,1,0,0,0,0,
434,,2.2433e-10,0,0,1,1,0,1,1,0,0,0,1,
435,,0.00011513,0,0,1,1,0,1,1,0,0,1,0,
436,,6.9374e-09,0,0,1,1,0,1,1,0,0,1,1,
437,,8.6575e-08,0,0,1,1,0,1,1,0,1,0,0,
438,,1.9955e-10,0,0,1,1,0,1,1,0,1,0,1,
439,,6.3844e-09,0,0,1,1,0,1,1,0,1,1,0,
440,,1.9568e-10,0,0,1,1,0,1,1,0,1,1,1,
441,,2.2608e-10,0,0,1,1,0,1,1,1,0,0,0,
442,,1.9896e-12,0,0,1,1,0,1,1,1,0,0,1,
443,,1.1689e-07,0,0,1,1,0,1,1,1,0,1,0,
444,,4.8259e-07,0,0,1,1,0,1,1,1,0,1,1,
445,,4.0197e-12,0,0,1,1,0,1,1,1,1,0,0,
446,,2.7816e-13,0,0,1,1,0,1,1,1,1,0,1,
447,,6.6817e-12,0,0,1,1,0,1,1,1,1,1,0,
448,,3.2095e-12,0,0,1,1,0,1,1,1,1,1,1,
449,,6.3763e-05,0,0,1,1,1,0,0,0,0,0,0,
450,,6.3829e-08,0,0,1,1,1,0,0,0,0,0,1,
451,,8.0099e-09,0,0,1,1,1,0,0,0,0,1,0,
452,,8.0273e-12,0,0,1,1,1,0,0,0,0,1,1,
453,,0.0005413,0,0,1,1,1,0,0,0,1,0,0,
454,,5.4184e-07,0,0,1,1,1,0,0,0,1,0,1,
455,,1.0659e-11,0,0,1,1,1,0,0,0,1,1,0,
456,,1.0673e-14,0,0,1,1,1,0,0,0,1,1,1,
457,,1.2167e-07,0,0,1,1,1,0,0,1,0,0,0,
458,,1.2443e-10,0,0,1,1,1,0,0,1,0,0,1,
459,,1.0794e-11,0,0,1,1,1,0,0,1,0,1,0,
460,,9.253e-12,0,0,1,1,1,0,0,1,0,1,1,
461,,2.5479e-08,0,0,1,1,1,0,0,1,1,0,0,
462,,2.5505e-11,0,0,1,1,1,0,0,1,1,0,1,
463,,1.1722e-14,0,0,1,1,1,0,0,1,1,1,0,
464,,4.2932e-16,0,0,1,1,1,0,0,1,1,1,1,
465,,6.383e-08,0,0,1,1,1,0,1,0,0,0,0,
466,,6.934e-11,0,0,1,1,1,0,1,0,0,0,1,
467,,8.2824e-12,0,0,1,1,1,0,1,0,0,1,0,
468,,1.8043e-14,0,0,1,1,1,0,1,0,0,1,1,
469,,5.4187e-07,0,0,1,1,1,0,1,0,1,0,0,
470,,5.4298e-10,0,0,1,1,1,0,1,0,1,0,1,
471,,1.2872e-14,0,0,1,1,1,0,1,0,1,1,0,
472,,2.1793e-16,0,0,1,1,1,0,1,0,1,1,1,
473,,1.2179e-10,0,0,1,1,1,0,1,1,0,0,0,
474,,1.2481e-13,0,0,1,1,1,0,1,1,0,0,1,
475,,1.108e-14,0,0,1,1,1,0,1,1,0,1,0,
476,,9.5749e-15,0,0,1,1,1,0,1,1,0,1,1,
477,,2.5506e-11,0,0,1,1,1,0,1,1,1,0,0,
478,,2.5563e-14,0,0,1,1,1,0,1,1,1,0,1,
479,,1.2812e-17,0,0,1,1,1,0,1,1,1,1,0,
480,,4.7174e-19,0,0,1,1,1,0,1,1,1,1,1,
481,,2.4217e-07,0,0,1,1,1,1,0,0,0,0,0,
482,,3.0568e-10,0,0,1,1,1,1,0,0,0,0,1,
483,,1.3452e-11,0,0,1,1,1,1,0,0,0,1,0,
484,,2.1376e-14,0,0,1,1,1,1,0,0,0,1,1,
485,,5.6296e-06,0,0,1,1,1,1,0,0,1,0,0,
486,,5.7432e-09,0,0,1,1,1,1,0,0,1,0,1,
487,,1.4269e-11,0,0,1,1,1,1,0,0,1,1,0,
488,,1.6923e-14,0,0,1,1,1,1,0,0,1,1,1,
489,,1.2986e-10,0,0,1,1,1,1,0,1,0,0,0,
490,,5.333e-13,0,0,1,1,1,1,0,1,0,0,1,
491,,1.129e-14,0,0,1,1,1,1,0,1,0,1,0,
492,,9.4467e-15,0,0,1,1,1,1,0,1,0,1,1,
493,,4.7961e-11,0,0,1,1,1,1,0,1,1,0,0,
494,,3.9138e-13,0,0,1,1,1,1,0,1,1,0,1,
495,,6.623e-16,0,0,1,1,1,1,0,1,1,1,0,
496,,1.6849e-17,0,0,1,1,1,1,0,1,1,1,1,
497,,5.8932e-08,0,0,1,1,1,1,1,0,0,0,0,
498,,2.8093e-12,0,0,1,1,1,1,1,0,0,0,1,
499,,5.5e-09,0,0,1,1,1,1,1,0,0,1,0,
500,,3.4149e-13,0,0,1,1,1,1,1,0,0,1,1,
501,,6.495e-07,0,0,1,1,1,1,1,0,1,0,0,
502,,3.0657e-11,0,0,1,1,1,1,1,0,1,0,1,
503,,3.1349e-11,0,0,1,1,1,1,1,0,1,1,0,
504,,1.9683e-13,0,0,1,1,1,1,1,0,1,1,1,
505,,1.1663e-10,0,0,1,1,1,1,1,1,0,0,0,
506,,5.8105e-15,0,0,1,1,1,1,1,1,0,0,1,
507,,5.7268e-12,0,0,1,1,1,1,1,1,0,1,0,
508,,2.6703e-12,0,0,1,1,1,1,1,1,0,1,1,
509,,2.5759e-11,0,0,1,1,1,1,1,1,1,0,0,
510,,1.5573e-15,0,0,1,1,1,1,1,1,1,0,1,
511,,2.866e-15,0,0,1,1,1,1,1,1,1,1,0,
512,,3.036e-16,0,0,1,1,1,1,1,1,1,1,1,
513,,0.00019448,0,1,0,0,0,0,0,0,0,0,0,
514,,3.2645e-07,0,1,0,0,0,0,0,0,0,0,1,
515,,8.3244e-08,0,1,0,0,0,0,0,0,0,1,0,
516,,9.0029e-09,0,1,0,0,0,0,0,0,0,1,1,
517,,0.014168,0,1,0,0,0,0,0,0,1,0,0,
518,,1.4182e-05,0,1,0,0,0,0,0,0,1,0,1,
519,,6.3957e-07,0,1,0,0,0,0,0,0,1,1,0,
520,,6.4065e-10,0,1,0,0,0,0,0,0,1,1,1,
521,,0.00019388,0,1,0,0,0,0,0,1,0,0,0,
522,,0.00023658,0,1,0,0,0,0,0,1,0,0,1,
523,,2.025e-07,0,1,0,0,0,0,0,1,0,1,0,
524,,0.00019425,0,1,0,0,0,0,0,1,0,1,1,
525,,1.4495e-05,0,1,0,0,0,0,0,1,1,0,0,
526,,1.3143e-07,0,1,0,0,0,0,0,1,1,0,1,
527,,1.0246e-09,0,1,0,0,0,0,0,1,1,1,0,
528,,8.963e-09,0,1,0,0,0,0,0,1,1,1,1,
529,,1.9468e-07,0,1,0,0,0,0,1,0,0,0,0,
530,,1.3123e-09,0,1,0,0,0,0,1,0,0,0,1,
531,,8.8536e-11,0,1,0,0,0,0,1,0,0,1,0,
532,,3.8655e-09,0,1,0,0,0,0,1,0,0,1,1,
533,,1.4183e-05,0,1,0,0,0,0,1,0,1,0,0,
534,,1.9661e-08,0,1,0,0,0,0,1,0,1,0,1,
535,,6.412e-10,0,1,0,0,0,0,1,0,1,1,0,
536,,1.0168e-10,0,1,0,0,0,0,1,0,1,1,1,
537,,1.9407e-07,0,1,0,0,0,0,1,1,0,0,0,
538,,2.3683e-07,0,1,0,0,0,0,1,1,0,0,1,
539,,2.3823e-10,0,1,0,0,0,0,1,1,0,1,0,
540,,4.146e-07,0,1,0,0,0,0,1,1,0,1,1,
541,,1.451e-08,0,1,0,0,0,0,1,1,1,0,0,
542,,2.7027e-10,0,1,0,0,0,0,1,1,1,0,1,
543,,1.7614e-12,0,1,0,0,0,0,1,1,1,1,0,
544,,1.5827e-11,0,1,0,0,0,0,1,1,1,1,1,
545,,1.9605e-07,0,1,0,0,0,1,0,0,0,0,0,
546,,7.1843e-10,0,1,0,0,0,1,0,0,0,0,1,
547,,8.8524e-11,0,1,0,0,0,1,0,0,0,1,0,
548,,1.448e-11,0,1,0,0,0,1,0,0,0,1,1,
549,,1.4207e-05,0,1,0,0,0,1,0,0,1,0,0,
550,,4.3238e-08,0,1,0,0,0,1,0,0,1,0,1,
551,,6.4022e-10,0,1,0,0,0,1,0,0,1,1,0,
552,,6.5441e-12,0,1,0,0,0,1,0,0,1,1,1,
553,,1.9408e-07,0,1,0,0,0,1,0,1,0,0,0,
554,,4.3087e-07,0,1,0,0,0,1,0,1,0,0,1,
555,,2.2846e-10,0,1,0,0,0,1,0,1,0,1,0,
556,,2.0544e-07,0,1,0,0,0,1,0,1,0,1,1,
557,,1.4313e-08,0,1,0,0,0,1,0,1,1,0,0,
558,,1.061e-09,0,1,0,0,0,1,0,1,1,0,1,
559,,9.7067e-13,0,1,0,0,0,1,0,1,1,1,0,
560,,9.3359e-11,0,1,0,0,0,1,0,1,1,1,1,
561,,2.327e-07,0,1,0,0,0,1,1,0,0,0,0,
562,,1.4384e-10,0,1,0,0,0,1,1,0,0,0,1,
563,,1.1071e-07,0,1,0,0,0,1,1,0,0,1,0,
564,,1.0794e-07,0,1,0,0,0,1,1,0,0,1,1,
565,,1.4256e-05,0,1,0,0,0,1,1,0,1,0,0,
566,,2.3421e-07,0,1,0,0,0,1,1,0,1,0,1,
567,,1.4572e-08,0,1,0,0,0,1,1,0,1,1,0,
568,,9.6399e-08,0,1,0,0,0,1,1,0,1,1,1,
569,,6.9722e-10,0,1,0,0,0,1,1,1,0,0,0,
570,,8.3487e-08,0,1,0,0,0,1,1,1,0,0,1,
571,,5.6246e-07,0,1,0,0,0,1,1,1,0,1,0,
572,,0.00023695,0,1,0,0,0,1,1,1,0,1,1,
573,,1.4332e-08,0,1,0,0,0,1,1,1,1,0,0,
574,,1.3824e-07,0,1,0,0,0,1,1,1,1,0,1,
575,,1.148e-09,0,1,0,0,0,1,1,1,1,1,0,
576,,9.5742e-08,0,1,0,0,0,1,1,1,1,1,1,
577,,0.00014096,0,1,0,0,1,0,0,0,0,0,0,
578,,1.411e-07,0,1,0,0,1,0,0,0,0,0,1,
579,,2.7023e-09,0,1,0,0,1,0,0,0,0,1,0,
580,,3.1072e-12,0,1,0,0,1,0,0,0,0,1,1,
581,,0.083362,0,1,0,0,1,0,0,0,1,0,0,
582,,8.3445e-05,0,1,0,0,1,0,0,0,1,0,1,
583,,8.1728e-10,0,1,0,0,1,0,0,0,1,1,0,
584,,8.1813e-13,0,1,0,0,1,0,0,0,1,1,1,
585,,0.00013997,0,1,0,0,1,0,0,1,0,0,0,
586,,1.5084e-07,0,1,0,0,1,0,0,1,0,0,1,
587,,6.5356e-09,0,1,0,0,1,0,0,1,0,1,0,
588,,8.7658e-09,0,1,0,0,1,0,0,1,0,1,1,
589,,8.3215e-05,0,1,0,0,1,0,0,1,1,0,0,
590,,8.3443e-08,0,1,0,0,1,0,0,1,1,0,1,
591,,1.4119e-11,0,1,0,0,1,0,0,1,1,1,0,
592,,4.2734e-13,0,1,0,0,1,0,0,1,1,1,1,
593,,1.4111e-07,0,1,0,0,1,0,1,0,0,0,0,
594,,1.4142e-10,0,1,0,0,1,0,1,0,0,0,1,
595,,2.7128e-12,0,1,0,0,1,0,1,0,0,1,0,
596,,1.7672e-13,0,1,0,0,1,0,1,0,0,1,1,
597,,8.345e-05,0,1,0,0,1,0,1,0,1,0,0,
598,,8.3553e-08,0,1,0,0,1,0,1,0,1,0,1,
599,,1.0164e-12,0,1,0,0,1,0,1,0,1,1,0,
600,,9.7513e-14,0,1,0,0,1,0,1,0,1,1,1,
601,,1.4012e-07,0,1,0,0,1,0,1,1,0,0,0,
602,,1.5098e-10,0,1,0,0,1,0,1,1,0,0,1,
603,,6.5637e-12,0,1,0,0,1,0,1,1,0,1,0,
604,,9.3285e-12,0,1,0,0,1,0,1,1,0,1,1,
605,,8.3303e-08,0,1,0,0,1,0,1,1,1,0,0,
606,,8.3408e-11,0,1,0,0,1,0,1,1,1,0,1,
607,,1.5493e-14,0,1,0,0,1,0,1,1,1,1,0,
608,,4.3366e-15,0,1,0,0,1,0,1,1,1,1,1,
609,,1.4584e-07,0,1,0,0,1,1,0,0,0,0,0,
610,,4.2985e-10,0,1,0,0,1,1,0,0,0,0,1,
611,,2.7136e-12,0,1,0,0,1,1,0,0,0,1,0,
612,,1.2889e-14,0,1,0,0,1,1,0,0,0,1,1,
613,,0.00028493,0,1,0,0,1,1,0,0,1,0,0,
614,,4.5182e-07,0,1,0,0,1,1,0,0,1,0,1,
615,,2.9352e-11,0,1,0,0,1,1,0,0,1,1,0,
616,,4.432e-14,0,1,0,0,1,1,0,0,1,1,1,
617,,1.4013e-07,0,1,0,0,1,1,0,1,0,0,0,
618,,1.3942e-07,0,1,0,0,1,1,0,1,0,0,1,
619,,6.5642e-12,0,1,0,0,1,1,0,1,0,1,0,
620,,1.5996e-11,0,1,0,0,1,1,0,1,0,1,1,
621,,9.2577e-08,0,1,0,0,1,1,0,1,1,0,0,
622,,1.3953e-07,0,1,0,0,1,1,0,1,1,0,1,
623,,2.7968e-14,0,1,0,0,1,1,0,1,1,1,0,
624,,6.4147e-12,0,1,0,0,1,1,0,1,1,1,1,
625,,1.4165e-07,0,1,0,0,1,1,1,0,0,0,0,
626,,7.0778e-12,0,1,0,0,1,1,1,0,0,0,1,
627,,1.7218e-10,0,1,0,0,1,1,1,0,0,1,0,
628,,6.0982e-12,0,1,0,0,1,1,1,0,0,1,1,
629,,8.6466e-05,0,1,0,0,1,1,1,0,1,0,0,
630,,4.6187e-09,0,1,0,0,1,1,1,0,1,0,1,
631,,3.9403e-09,0,1,0,0,1,1,1,0,1,1,0,
632,,9.6561e-11,0,1,0,0,1,1,1,0,1,1,1,
633,,1.4033e-07,0,1,0,0,1,1,1,1,0,0,0,
634,,1.6606e-10,0,1,0,0,1,1,1,1,0,0,1,
635,,4.7594e-10,0,1,0,0,1,1,1,1,0,1,0,
636,,1.0968e-08,0,1,0,0,1,1,1,1,0,1,1,
637,,8.408e-08,0,1,0,0,1,1,1,1,1,0,0,
638,,1.8118e-10,0,1,0,0,1,1,1,1,1,0,1,
639,,5.4936e-12,0,1,0,0,1,1,1,1,1,1,0,
640,,8.3868e-11,0,1,0,0,1,1,1,1,1,1,1,
641,,1.0377e-06,0,1,0,1,0,0,0,0,0,0,0,
642,,1.1798e-09,0,1,0,1,0,0,0,0,0,0,1,
643,,2.0764e-10,0,1,0,1,0,0,0,0,0,1,0,
644,,6.0493e-11,0,1,0,1,0,0,0,0,0,1,1,
645,,1.4295e-05,0,1,0,1,0,0,0,0,1,0,0,
646,,1.431e-08,0,1,0,1,0,0,0,0,1,0,1,
647,,6.4506e-10,0,1,0,1,0,0,0,0,1,1,0,
648,,6.4615e-13,0,1,0,1,0,0,0,0,1,1,1,
649,,1.3206e-06,0,1,0,1,0,0,0,1,0,0,0,
650,,2.9742e-07,0,1,0,1,0,0,0,1,0,0,1,
651,,1.3798e-09,0,1,0,1,0,0,0,1,0,1,0,
652,,1.3178e-06,0,1,0,1,0,0,0,1,0,1,1,
653,,1.4841e-08,0,1,0,1,0,0,0,1,1,0,0,
654,,1.3218e-10,0,1,0,1,0,0,0,1,1,0,1,
655,,1.249e-12,0,1,0,1,0,0,0,1,1,1,0,
656,,9.0957e-12,0,1,0,1,0,0,0,1,1,1,1,
657,,1.039e-09,0,1,0,1,0,0,1,0,0,0,0,
658,,5.2263e-09,0,1,0,1,0,0,1,0,0,0,1,
659,,4.6516e-13,0,1,0,1,0,0,1,0,0,1,0,
660,,5.2149e-09,0,1,0,1,0,0,1,0,0,1,1,
661,,1.431e-08,0,1,0,1,0,0,1,0,1,0,0,
662,,4.059e-11,0,1,0,1,0,0,1,0,1,0,1,
663,,6.467e-13,0,1,0,1,0,0,1,0,1,1,0,
664,,1.0824e-13,0,1,0,1,0,0,1,0,1,1,1,
665,,1.3219e-09,0,1,0,1,0,0,1,1,0,0,0,
666,,2.9819e-10,0,1,0,1,0,0,1,1,0,0,1,
667,,4.0881e-12,0,1,0,1,0,0,1,1,0,1,0,
668,,5.9093e-08,0,1,0,1,0,0,1,1,0,1,1,
669,,1.4857e-11,0,1,0,1,0,0,1,1,1,0,0,
670,,2.772e-13,0,1,0,1,0,0,1,1,1,0,1,
671,,2.1984e-15,0,1,0,1,0,0,1,1,1,1,0,
672,,1.9065e-14,0,1,0,1,0,0,1,1,1,1,1,
673,,2.1995e-09,0,1,0,1,0,1,0,0,0,0,0,
674,,5.1533e-12,0,1,0,1,0,1,0,0,0,0,1,
675,,2.7082e-13,0,1,0,1,0,1,0,0,0,1,0,
676,,6.6551e-14,0,1,0,1,0,1,0,0,0,1,1,
677,,1.535e-08,0,1,0,1,0,1,0,0,1,0,0,
678,,4.538e-11,0,1,0,1,0,1,0,0,1,0,1,
679,,6.8287e-13,0,1,0,1,0,1,0,0,1,1,0,
680,,6.7999e-15,0,1,0,1,0,1,0,0,1,1,1,
681,,1.3208e-09,0,1,0,1,0,1,0,1,0,0,0,
682,,1.7337e-09,0,1,0,1,0,1,0,1,0,0,1,
683,,1.4606e-12,0,1,0,1,0,1,0,1,0,1,0,
684,,1.3332e-09,0,1,0,1,0,1,0,1,0,1,1,
685,,1.5397e-11,0,1,0,1,0,1,0,1,1,0,0,
686,,1.1892e-12,0,1,0,1,0,1,0,1,1,0,1,
687,,1.1653e-15,0,1,0,1,0,1,0,1,1,1,0,
688,,9.3778e-14,0,1,0,1,0,1,0,1,1,1,1,
689,,8.4717e-10,0,1,0,1,0,1,1,0,0,0,0,
690,,4.181e-13,0,1,0,1,0,1,1,0,0,0,1,
